[[2025-10-11 01:49:56]] Starting training on model: model_[33, 12, 1]_output_Sigmoid_intermediate_ReLU_normalized_data_True_loss_MSELoss
[[2025-10-11 01:49:56]] Epoch 1/3000, Validation Loss: 0.0130
[[2025-10-11 01:49:56]] Epoch 2/3000, Validation Loss: 0.0130
[[2025-10-11 01:49:56]] Epoch 3/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:56]] Epoch 4/3000, Validation Loss: 0.0131
[[2025-10-11 01:49:56]] Epoch 5/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:56]] Epoch 6/3000, Validation Loss: 0.0130
[[2025-10-11 01:49:56]] Epoch 7/3000, Validation Loss: 0.0130
[[2025-10-11 01:49:56]] Epoch 8/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 9/3000, Validation Loss: 0.0130
[[2025-10-11 01:49:57]] Epoch 10/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 11/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:57]] Epoch 12/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 13/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 14/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 15/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 16/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 17/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 18/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 19/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:57]] Epoch 20/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:57]] Epoch 21/3000, Validation Loss: 0.0129
[[2025-10-11 01:49:58]] Epoch 22/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:58]] Epoch 23/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:58]] Epoch 24/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:58]] Epoch 25/3000, Validation Loss: 0.0129
[[2025-10-11 01:49:58]] Epoch 26/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:58]] Epoch 27/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:58]] Epoch 28/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:58]] Epoch 29/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:58]] Epoch 30/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:58]] Epoch 31/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:58]] Epoch 32/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:58]] Epoch 33/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:58]] Epoch 34/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:59]] Epoch 35/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:59]] Epoch 36/3000, Validation Loss: 0.0129
[[2025-10-11 01:49:59]] Epoch 37/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:59]] Epoch 38/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:59]] Epoch 39/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:59]] Epoch 40/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:59]] Epoch 41/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:59]] Epoch 42/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:59]] Epoch 43/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:59]] Epoch 44/3000, Validation Loss: 0.0129
[[2025-10-11 01:49:59]] Epoch 45/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:59]] Epoch 46/3000, Validation Loss: 0.0127
[[2025-10-11 01:49:59]] Epoch 47/3000, Validation Loss: 0.0128
[[2025-10-11 01:49:59]] Epoch 48/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:00]] Epoch 49/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:00]] Epoch 50/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 51/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 52/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:00]] Epoch 53/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 54/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 55/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:00]] Epoch 56/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:00]] Epoch 57/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 58/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 59/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 60/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 61/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:00]] Epoch 62/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:01]] Epoch 63/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 64/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 65/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 66/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 67/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 68/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:01]] Epoch 69/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 70/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 71/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:01]] Epoch 72/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 73/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 74/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 75/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:01]] Epoch 76/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:02]] Epoch 77/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:02]] Epoch 78/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:02]] Epoch 79/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:02]] Epoch 80/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:02]] Epoch 81/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:02]] Epoch 82/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:02]] Epoch 83/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:02]] Epoch 84/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:02]] Epoch 85/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:02]] Epoch 86/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:02]] Epoch 87/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:02]] Epoch 88/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:02]] Epoch 89/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 90/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 91/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 92/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 93/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:03]] Epoch 94/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 95/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 96/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 97/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 98/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 99/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:03]] Epoch 100/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:03]] Epoch 101/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 102/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 103/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 104/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:04]] Epoch 105/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 106/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 107/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 108/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 109/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 110/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 111/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:04]] Epoch 112/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:04]] Epoch 113/3000, Validation Loss: 0.0129
[[2025-10-11 01:50:04]] Epoch 114/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:05]] Epoch 115/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:05]] Epoch 116/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:05]] Epoch 117/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:05]] Epoch 118/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:05]] Epoch 119/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:05]] Epoch 120/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:05]] Epoch 121/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:05]] Epoch 122/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:05]] Epoch 123/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:05]] Epoch 124/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:05]] Epoch 125/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:05]] Epoch 126/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:05]] Epoch 127/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:06]] Epoch 128/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:06]] Epoch 129/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:06]] Epoch 130/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:06]] Epoch 131/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:06]] Epoch 132/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:06]] Epoch 133/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:06]] Epoch 134/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:06]] Epoch 135/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:06]] Epoch 136/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:06]] Epoch 137/3000, Validation Loss: 0.0128
[[2025-10-11 01:50:06]] Epoch 138/3000, Validation Loss: 0.0127
[[2025-10-11 01:50:06]] Early stopping at epoch 138/3000
